item	nominal	currency	maturity	period	interest_rate	interest_currency
64	200000	EUR	7	1	0.53	EUR
64	200000	EUR	7	2	0.55	EUR
64	200000	EUR	7	3	0.7	EUR
64	200000	EUR	7	4	0.74	EUR
64	200000	EUR	7	5	0.88	EUR
64	200000	EUR	7	6	0.15	EUR
64	200000	EUR	7	7	1.13	EUR
64	200000	EUR	7	8	1.35	EUR
64	200000	EUR	7	9	1.57	EUR
64	200000	EUR	7	10	1.74	EUR
65	-18400000	EUR	11	1	0.28	USD
65	-18400000	EUR	11	2	0.13	USD
65	-18400000	EUR	11	3	0.02	USD
65	-18400000	EUR	11	4	-0.19	USD
65	-18400000	EUR	11	5	-0.38	USD
65	-18400000	EUR	11	6	-0.52	USD
65	-18400000	EUR	11	7	-0.69	USD
65	-18400000	EUR	11	8	-0.8	USD
65	-18400000	EUR	11	9	-0.93	USD
65	-18400000	EUR	11	10	-1.11	USD
65	-18400000	EUR	11	1	0.53	EUR
65	-18400000	EUR	11	2	0.55	EUR
65	-18400000	EUR	11	3	0.7	EUR
65	-18400000	EUR	11	4	0.74	EUR
65	-18400000	EUR	11	5	0.88	EUR
65	-18400000	EUR	11	6	0.15	EUR
65	-18400000	EUR	11	7	1.13	EUR
65	-18400000	EUR	11	8	1.35	EUR
65	-18400000	EUR	11	9	1.57	EUR
65	-18400000	EUR	11	10	1.74	EUR
66	-30100000	EUR	15	1	0.28	USD
66	-30100000	EUR	15	2	0.13	USD
66	-30100000	EUR	15	3	0.02	USD
66	-30100000	EUR	15	4	-0.19	USD
66	-30100000	EUR	15	5	-0.38	USD
66	-30100000	EUR	15	6	-0.52	USD
66	-30100000	EUR	15	7	-0.69	USD
66	-30100000	EUR	15	8	-0.8	USD
66	-30100000	EUR	15	9	-0.93	USD
66	-30100000	EUR	15	10	-1.11	USD
66	-30100000	EUR	15	1	0.53	EUR
66	-30100000	EUR	15	2	0.55	EUR
66	-30100000	EUR	15	3	0.7	EUR
66	-30100000	EUR	15	4	0.74	EUR
66	-30100000	EUR	15	5	0.88	EUR
66	-30100000	EUR	15	6	0.15	EUR
66	-30100000	EUR	15	7	1.13	EUR
66	-30100000	EUR	15	8	1.35	EUR
66	-30100000	EUR	15	9	1.57	EUR
66	-30100000	EUR	15	10	1.74	EUR
67	-48600000	USD	12	1	0.28	USD
67	-48600000	USD	12	2	0.13	USD
67	-48600000	USD	12	3	0.02	USD
67	-48600000	USD	12	4	-0.19	USD
67	-48600000	USD	12	5	-0.38	USD
67	-48600000	USD	12	6	-0.52	USD
67	-48600000	USD	12	7	-0.69	USD
67	-48600000	USD	12	8	-0.8	USD
67	-48600000	USD	12	9	-0.93	USD
67	-48600000	USD	12	10	-1.11	USD
67	-48600000	USD	12	1	0.53	EUR
67	-48600000	USD	12	2	0.55	EUR
67	-48600000	USD	12	3	0.7	EUR
67	-48600000	USD	12	4	0.74	EUR
67	-48600000	USD	12	5	0.88	EUR
67	-48600000	USD	12	6	0.15	EUR
67	-48600000	USD	12	7	1.13	EUR
67	-48600000	USD	12	8	1.35	EUR
67	-48600000	USD	12	9	1.57	EUR
67	-48600000	USD	12	10	1.74	EUR
68	-20000000	EUR	15	1	0.28	USD
68	-20000000	EUR	15	2	0.13	USD
68	-20000000	EUR	15	3	0.02	USD
68	-20000000	EUR	15	4	-0.19	USD
68	-20000000	EUR	15	5	-0.38	USD
68	-20000000	EUR	15	6	-0.52	USD
68	-20000000	EUR	15	7	-0.69	USD
68	-20000000	EUR	15	8	-0.8	USD
68	-20000000	EUR	15	9	-0.93	USD
68	-20000000	EUR	15	10	-1.11	USD
68	-20000000	EUR	15	1	0.53	EUR
68	-20000000	EUR	15	2	0.55	EUR
68	-20000000	EUR	15	3	0.7	EUR
68	-20000000	EUR	15	4	0.74	EUR
68	-20000000	EUR	15	5	0.88	EUR
68	-20000000	EUR	15	6	0.15	EUR
68	-20000000	EUR	15	7	1.13	EUR
68	-20000000	EUR	15	8	1.35	EUR
68	-20000000	EUR	15	9	1.57	EUR
68	-20000000	EUR	15	10	1.74	EUR
69	-800000	EUR	9	1	0.28	USD
69	-800000	EUR	9	2	0.13	USD
69	-800000	EUR	9	3	0.02	USD
69	-800000	EUR	9	4	-0.19	USD
69	-800000	EUR	9	5	-0.38	USD
69	-800000	EUR	9	6	-0.52	USD
69	-800000	EUR	9	7	-0.69	USD
69	-800000	EUR	9	8	-0.8	USD
69	-800000	EUR	9	9	-0.93	USD
69	-800000	EUR	9	10	-1.11	USD
69	-800000	EUR	9	1	0.53	EUR
69	-800000	EUR	9	2	0.55	EUR
69	-800000	EUR	9	3	0.7	EUR
69	-800000	EUR	9	4	0.74	EUR
69	-800000	EUR	9	5	0.88	EUR
69	-800000	EUR	9	6	0.15	EUR
69	-800000	EUR	9	7	1.13	EUR
69	-800000	EUR	9	8	1.35	EUR
69	-800000	EUR	9	9	1.57	EUR
69	-800000	EUR	9	10	1.74	EUR
70	-43700000	EUR	12	1	0.28	USD
70	-43700000	EUR	12	2	0.13	USD
70	-43700000	EUR	12	3	0.02	USD
70	-43700000	EUR	12	4	-0.19	USD
70	-43700000	EUR	12	5	-0.38	USD
70	-43700000	EUR	12	6	-0.52	USD
70	-43700000	EUR	12	7	-0.69	USD
70	-43700000	EUR	12	8	-0.8	USD
70	-43700000	EUR	12	9	-0.93	USD
70	-43700000	EUR	12	10	-1.11	USD
70	-43700000	EUR	12	1	0.53	EUR
70	-43700000	EUR	12	2	0.55	EUR
70	-43700000	EUR	12	3	0.7	EUR
70	-43700000	EUR	12	4	0.74	EUR
70	-43700000	EUR	12	5	0.88	EUR
70	-43700000	EUR	12	6	0.15	EUR
70	-43700000	EUR	12	7	1.13	EUR
70	-43700000	EUR	12	8	1.35	EUR
70	-43700000	EUR	12	9	1.57	EUR
70	-43700000	EUR	12	10	1.74	EUR
71	-35200000	USD	14	1	0.28	USD
71	-35200000	USD	14	2	0.13	USD
71	-35200000	USD	14	3	0.02	USD
71	-35200000	USD	14	4	-0.19	USD
71	-35200000	USD	14	5	-0.38	USD
71	-35200000	USD	14	6	-0.52	USD
71	-35200000	USD	14	7	-0.69	USD
71	-35200000	USD	14	8	-0.8	USD
71	-35200000	USD	14	9	-0.93	USD
71	-35200000	USD	14	10	-1.11	USD
71	-35200000	USD	14	1	0.53	EUR
71	-35200000	USD	14	2	0.55	EUR
71	-35200000	USD	14	3	0.7	EUR
71	-35200000	USD	14	4	0.74	EUR
71	-35200000	USD	14	5	0.88	EUR
71	-35200000	USD	14	6	0.15	EUR
71	-35200000	USD	14	7	1.13	EUR
71	-35200000	USD	14	8	1.35	EUR
71	-35200000	USD	14	9	1.57	EUR
71	-35200000	USD	14	10	1.74	EUR
72	-36700000	EUR	13	1	0.28	USD
72	-36700000	EUR	13	2	0.13	USD
72	-36700000	EUR	13	3	0.02	USD
72	-36700000	EUR	13	4	-0.19	USD
72	-36700000	EUR	13	5	-0.38	USD
72	-36700000	EUR	13	6	-0.52	USD
72	-36700000	EUR	13	7	-0.69	USD
72	-36700000	EUR	13	8	-0.8	USD
72	-36700000	EUR	13	9	-0.93	USD
72	-36700000	EUR	13	10	-1.11	USD
72	-36700000	EUR	13	1	0.53	EUR
72	-36700000	EUR	13	2	0.55	EUR
72	-36700000	EUR	13	3	0.7	EUR
72	-36700000	EUR	13	4	0.74	EUR
72	-36700000	EUR	13	5	0.88	EUR
72	-36700000	EUR	13	6	0.15	EUR
72	-36700000	EUR	13	7	1.13	EUR
72	-36700000	EUR	13	8	1.35	EUR
72	-36700000	EUR	13	9	1.57	EUR
72	-36700000	EUR	13	10	1.74	EUR
73	5700000	USD	9	1	0.28	USD
73	5700000	USD	9	2	0.13	USD
73	5700000	USD	9	3	0.02	USD
73	5700000	USD	9	4	-0.19	USD
73	5700000	USD	9	5	-0.38	USD
73	5700000	USD	9	6	-0.52	USD
73	5700000	USD	9	7	-0.69	USD
73	5700000	USD	9	8	-0.8	USD
73	5700000	USD	9	9	-0.93	USD
73	5700000	USD	9	10	-1.11	USD
73	5700000	USD	9	1	0.53	EUR
73	5700000	USD	9	2	0.55	EUR
73	5700000	USD	9	3	0.7	EUR
73	5700000	USD	9	4	0.74	EUR
73	5700000	USD	9	5	0.88	EUR
73	5700000	USD	9	6	0.15	EUR
73	5700000	USD	9	7	1.13	EUR
73	5700000	USD	9	8	1.35	EUR
73	5700000	USD	9	9	1.57	EUR
73	5700000	USD	9	10	1.74	EUR
74	30000000	EUR	9	1	0.28	USD
74	30000000	EUR	9	2	0.13	USD
74	30000000	EUR	9	3	0.02	USD
74	30000000	EUR	9	4	-0.19	USD
74	30000000	EUR	9	5	-0.38	USD
74	30000000	EUR	9	6	-0.52	USD
74	30000000	EUR	9	7	-0.69	USD
74	30000000	EUR	9	8	-0.8	USD
74	30000000	EUR	9	9	-0.93	USD
74	30000000	EUR	9	10	-1.11	USD
74	30000000	EUR	9	1	0.53	EUR
74	30000000	EUR	9	2	0.55	EUR
74	30000000	EUR	9	3	0.7	EUR
74	30000000	EUR	9	4	0.74	EUR
74	30000000	EUR	9	5	0.88	EUR
74	30000000	EUR	9	6	0.15	EUR
74	30000000	EUR	9	7	1.13	EUR
74	30000000	EUR	9	8	1.35	EUR
74	30000000	EUR	9	9	1.57	EUR
74	30000000	EUR	9	10	1.74	EUR
75	-38200000	USD	9	1	0.28	USD
75	-38200000	USD	9	2	0.13	USD
75	-38200000	USD	9	3	0.02	USD
75	-38200000	USD	9	4	-0.19	USD
75	-38200000	USD	9	5	-0.38	USD
75	-38200000	USD	9	6	-0.52	USD
75	-38200000	USD	9	7	-0.69	USD
75	-38200000	USD	9	8	-0.8	USD
75	-38200000	USD	9	9	-0.93	USD
75	-38200000	USD	9	10	-1.11	USD
75	-38200000	USD	9	1	0.53	EUR
75	-38200000	USD	9	2	0.55	EUR
75	-38200000	USD	9	3	0.7	EUR
75	-38200000	USD	9	4	0.74	EUR
75	-38200000	USD	9	5	0.88	EUR
75	-38200000	USD	9	6	0.15	EUR
75	-38200000	USD	9	7	1.13	EUR
75	-38200000	USD	9	8	1.35	EUR
75	-38200000	USD	9	9	1.57	EUR
75	-38200000	USD	9	10	1.74	EUR
76	-4200000	USD	11	1	0.28	USD
76	-4200000	USD	11	2	0.13	USD
76	-4200000	USD	11	3	0.02	USD
76	-4200000	USD	11	4	-0.19	USD
76	-4200000	USD	11	5	-0.38	USD
76	-4200000	USD	11	6	-0.52	USD
76	-4200000	USD	11	7	-0.69	USD
76	-4200000	USD	11	8	-0.8	USD
76	-4200000	USD	11	9	-0.93	USD
76	-4200000	USD	11	10	-1.11	USD
76	-4200000	USD	11	1	0.53	EUR
76	-4200000	USD	11	2	0.55	EUR
76	-4200000	USD	11	3	0.7	EUR
76	-4200000	USD	11	4	0.74	EUR
76	-4200000	USD	11	5	0.88	EUR
76	-4200000	USD	11	6	0.15	EUR
76	-4200000	USD	11	7	1.13	EUR
76	-4200000	USD	11	8	1.35	EUR
76	-4200000	USD	11	9	1.57	EUR
76	-4200000	USD	11	10	1.74	EUR
77	25800000	EUR	15	1	0.28	USD
77	25800000	EUR	15	2	0.13	USD
77	25800000	EUR	15	3	0.02	USD
77	25800000	EUR	15	4	-0.19	USD
77	25800000	EUR	15	5	-0.38	USD
77	25800000	EUR	15	6	-0.52	USD
77	25800000	EUR	15	7	-0.69	USD
77	25800000	EUR	15	8	-0.8	USD
77	25800000	EUR	15	9	-0.93	USD
77	25800000	EUR	15	10	-1.11	USD
77	25800000	EUR	15	1	0.53	EUR
77	25800000	EUR	15	2	0.55	EUR
77	25800000	EUR	15	3	0.7	EUR
77	25800000	EUR	15	4	0.74	EUR
77	25800000	EUR	15	5	0.88	EUR
77	25800000	EUR	15	6	0.15	EUR
77	25800000	EUR	15	7	1.13	EUR
77	25800000	EUR	15	8	1.35	EUR
77	25800000	EUR	15	9	1.57	EUR
77	25800000	EUR	15	10	1.74	EUR
78	42100000	EUR	13	1	0.28	USD
78	42100000	EUR	13	2	0.13	USD
78	42100000	EUR	13	3	0.02	USD
78	42100000	EUR	13	4	-0.19	USD
78	42100000	EUR	13	5	-0.38	USD
78	42100000	EUR	13	6	-0.52	USD
78	42100000	EUR	13	7	-0.69	USD
78	42100000	EUR	13	8	-0.8	USD
78	42100000	EUR	13	9	-0.93	USD
78	42100000	EUR	13	10	-1.11	USD
78	42100000	EUR	13	1	0.53	EUR
78	42100000	EUR	13	2	0.55	EUR
78	42100000	EUR	13	3	0.7	EUR
78	42100000	EUR	13	4	0.74	EUR
78	42100000	EUR	13	5	0.88	EUR
78	42100000	EUR	13	6	0.15	EUR
78	42100000	EUR	13	7	1.13	EUR
78	42100000	EUR	13	8	1.35	EUR
78	42100000	EUR	13	9	1.57	EUR
78	42100000	EUR	13	10	1.74	EUR
79	-9100000	EUR	7	1	0.28	USD
79	-9100000	EUR	7	2	0.13	USD
79	-9100000	EUR	7	3	0.02	USD
79	-9100000	EUR	7	4	-0.19	USD
79	-9100000	EUR	7	5	-0.38	USD
79	-9100000	EUR	7	6	-0.52	USD
79	-9100000	EUR	7	7	-0.69	USD
79	-9100000	EUR	7	8	-0.8	USD
79	-9100000	EUR	7	9	-0.93	USD
79	-9100000	EUR	7	10	-1.11	USD
79	-9100000	EUR	7	1	0.53	EUR
79	-9100000	EUR	7	2	0.55	EUR
79	-9100000	EUR	7	3	0.7	EUR
79	-9100000	EUR	7	4	0.74	EUR
79	-9100000	EUR	7	5	0.88	EUR
79	-9100000	EUR	7	6	0.15	EUR
79	-9100000	EUR	7	7	1.13	EUR
79	-9100000	EUR	7	8	1.35	EUR
79	-9100000	EUR	7	9	1.57	EUR
79	-9100000	EUR	7	10	1.74	EUR
80	-46400000	USD	8	1	0.28	USD
80	-46400000	USD	8	2	0.13	USD
80	-46400000	USD	8	3	0.02	USD
80	-46400000	USD	8	4	-0.19	USD
80	-46400000	USD	8	5	-0.38	USD
80	-46400000	USD	8	6	-0.52	USD
80	-46400000	USD	8	7	-0.69	USD
80	-46400000	USD	8	8	-0.8	USD
80	-46400000	USD	8	9	-0.93	USD
80	-46400000	USD	8	10	-1.11	USD
80	-46400000	USD	8	1	0.53	EUR
80	-46400000	USD	8	2	0.55	EUR
80	-46400000	USD	8	3	0.7	EUR
80	-46400000	USD	8	4	0.74	EUR
80	-46400000	USD	8	5	0.88	EUR
80	-46400000	USD	8	6	0.15	EUR
80	-46400000	USD	8	7	1.13	EUR
80	-46400000	USD	8	8	1.35	EUR
80	-46400000	USD	8	9	1.57	EUR
80	-46400000	USD	8	10	1.74	EUR
81	-20600000	EUR	13	1	0.28	USD
81	-20600000	EUR	13	2	0.13	USD
81	-20600000	EUR	13	3	0.02	USD
81	-20600000	EUR	13	4	-0.19	USD
81	-20600000	EUR	13	5	-0.38	USD
81	-20600000	EUR	13	6	-0.52	USD
81	-20600000	EUR	13	7	-0.69	USD
81	-20600000	EUR	13	8	-0.8	USD
81	-20600000	EUR	13	9	-0.93	USD
81	-20600000	EUR	13	10	-1.11	USD
81	-20600000	EUR	13	1	0.53	EUR
81	-20600000	EUR	13	2	0.55	EUR
81	-20600000	EUR	13	3	0.7	EUR
81	-20600000	EUR	13	4	0.74	EUR
81	-20600000	EUR	13	5	0.88	EUR
81	-20600000	EUR	13	6	0.15	EUR
81	-20600000	EUR	13	7	1.13	EUR
81	-20600000	EUR	13	8	1.35	EUR
81	-20600000	EUR	13	9	1.57	EUR
81	-20600000	EUR	13	10	1.74	EUR
82	-18900000	USD	10	1	0.28	USD
82	-18900000	USD	10	2	0.13	USD
82	-18900000	USD	10	3	0.02	USD
82	-18900000	USD	10	4	-0.19	USD
82	-18900000	USD	10	5	-0.38	USD
82	-18900000	USD	10	6	-0.52	USD
82	-18900000	USD	10	7	-0.69	USD
82	-18900000	USD	10	8	-0.8	USD
82	-18900000	USD	10	9	-0.93	USD
82	-18900000	USD	10	10	-1.11	USD
82	-18900000	USD	10	1	0.53	EUR
82	-18900000	USD	10	2	0.55	EUR
82	-18900000	USD	10	3	0.7	EUR
82	-18900000	USD	10	4	0.74	EUR
82	-18900000	USD	10	5	0.88	EUR
82	-18900000	USD	10	6	0.15	EUR
82	-18900000	USD	10	7	1.13	EUR
82	-18900000	USD	10	8	1.35	EUR
82	-18900000	USD	10	9	1.57	EUR
82	-18900000	USD	10	10	1.74	EUR
83	-41100000	USD	14	1	0.28	USD
83	-41100000	USD	14	2	0.13	USD
83	-41100000	USD	14	3	0.02	USD
83	-41100000	USD	14	4	-0.19	USD
83	-41100000	USD	14	5	-0.38	USD
83	-41100000	USD	14	6	-0.52	USD
83	-41100000	USD	14	7	-0.69	USD
83	-41100000	USD	14	8	-0.8	USD
83	-41100000	USD	14	9	-0.93	USD
83	-41100000	USD	14	10	-1.11	USD
83	-41100000	USD	14	1	0.53	EUR
83	-41100000	USD	14	2	0.55	EUR
83	-41100000	USD	14	3	0.7	EUR
83	-41100000	USD	14	4	0.74	EUR
83	-41100000	USD	14	5	0.88	EUR
83	-41100000	USD	14	6	0.15	EUR
83	-41100000	USD	14	7	1.13	EUR
83	-41100000	USD	14	8	1.35	EUR
83	-41100000	USD	14	9	1.57	EUR
83	-41100000	USD	14	10	1.74	EUR
84	-16200000	USD	10	1	0.28	USD
84	-16200000	USD	10	2	0.13	USD
84	-16200000	USD	10	3	0.02	USD
84	-16200000	USD	10	4	-0.19	USD
84	-16200000	USD	10	5	-0.38	USD
84	-16200000	USD	10	6	-0.52	USD
84	-16200000	USD	10	7	-0.69	USD
84	-16200000	USD	10	8	-0.8	USD
84	-16200000	USD	10	9	-0.93	USD
84	-16200000	USD	10	10	-1.11	USD
84	-16200000	USD	10	1	0.53	EUR
84	-16200000	USD	10	2	0.55	EUR
84	-16200000	USD	10	3	0.7	EUR
84	-16200000	USD	10	4	0.74	EUR
84	-16200000	USD	10	5	0.88	EUR
84	-16200000	USD	10	6	0.15	EUR
84	-16200000	USD	10	7	1.13	EUR
84	-16200000	USD	10	8	1.35	EUR
84	-16200000	USD	10	9	1.57	EUR
84	-16200000	USD	10	10	1.74	EUR
85	30400000	USD	6	1	0.28	USD
85	30400000	USD	6	2	0.13	USD
85	30400000	USD	6	3	0.02	USD
85	30400000	USD	6	4	-0.19	USD
85	30400000	USD	6	5	-0.38	USD
85	30400000	USD	6	6	-0.52	USD
85	30400000	USD	6	7	-0.69	USD
85	30400000	USD	6	8	-0.8	USD
85	30400000	USD	6	9	-0.93	USD
85	30400000	USD	6	10	-1.11	USD
85	30400000	USD	6	1	0.53	EUR
85	30400000	USD	6	2	0.55	EUR
85	30400000	USD	6	3	0.7	EUR
85	30400000	USD	6	4	0.74	EUR
85	30400000	USD	6	5	0.88	EUR
85	30400000	USD	6	6	0.15	EUR
85	30400000	USD	6	7	1.13	EUR
85	30400000	USD	6	8	1.35	EUR
85	30400000	USD	6	9	1.57	EUR
85	30400000	USD	6	10	1.74	EUR
86	26200000	EUR	7	1	0.28	USD
86	26200000	EUR	7	2	0.13	USD
86	26200000	EUR	7	3	0.02	USD
86	26200000	EUR	7	4	-0.19	USD
86	26200000	EUR	7	5	-0.38	USD
86	26200000	EUR	7	6	-0.52	USD
86	26200000	EUR	7	7	-0.69	USD
86	26200000	EUR	7	8	-0.8	USD
86	26200000	EUR	7	9	-0.93	USD
86	26200000	EUR	7	10	-1.11	USD
86	26200000	EUR	7	1	0.53	EUR
86	26200000	EUR	7	2	0.55	EUR
86	26200000	EUR	7	3	0.7	EUR
86	26200000	EUR	7	4	0.74	EUR
86	26200000	EUR	7	5	0.88	EUR
86	26200000	EUR	7	6	0.15	EUR
86	26200000	EUR	7	7	1.13	EUR
86	26200000	EUR	7	8	1.35	EUR
86	26200000	EUR	7	9	1.57	EUR
86	26200000	EUR	7	10	1.74	EUR
87	-31100000	EUR	15	1	0.28	USD
87	-31100000	EUR	15	2	0.13	USD
87	-31100000	EUR	15	3	0.02	USD
87	-31100000	EUR	15	4	-0.19	USD
87	-31100000	EUR	15	5	-0.38	USD
87	-31100000	EUR	15	6	-0.52	USD
87	-31100000	EUR	15	7	-0.69	USD
87	-31100000	EUR	15	8	-0.8	USD
87	-31100000	EUR	15	9	-0.93	USD
87	-31100000	EUR	15	10	-1.11	USD
87	-31100000	EUR	15	1	0.53	EUR
87	-31100000	EUR	15	2	0.55	EUR
87	-31100000	EUR	15	3	0.7	EUR
87	-31100000	EUR	15	4	0.74	EUR
87	-31100000	EUR	15	5	0.88	EUR
87	-31100000	EUR	15	6	0.15	EUR
87	-31100000	EUR	15	7	1.13	EUR
87	-31100000	EUR	15	8	1.35	EUR
87	-31100000	EUR	15	9	1.57	EUR
87	-31100000	EUR	15	10	1.74	EUR
88	-14900000	USD	11	1	0.28	USD
88	-14900000	USD	11	2	0.13	USD
88	-14900000	USD	11	3	0.02	USD
88	-14900000	USD	11	4	-0.19	USD
88	-14900000	USD	11	5	-0.38	USD
88	-14900000	USD	11	6	-0.52	USD
88	-14900000	USD	11	7	-0.69	USD
88	-14900000	USD	11	8	-0.8	USD
88	-14900000	USD	11	9	-0.93	USD
88	-14900000	USD	11	10	-1.11	USD
88	-14900000	USD	11	1	0.53	EUR
88	-14900000	USD	11	2	0.55	EUR
88	-14900000	USD	11	3	0.7	EUR
88	-14900000	USD	11	4	0.74	EUR
88	-14900000	USD	11	5	0.88	EUR
88	-14900000	USD	11	6	0.15	EUR
88	-14900000	USD	11	7	1.13	EUR
88	-14900000	USD	11	8	1.35	EUR
88	-14900000	USD	11	9	1.57	EUR
88	-14900000	USD	11	10	1.74	EUR
89	-37200000	USD	14	1	0.28	USD
89	-37200000	USD	14	2	0.13	USD
89	-37200000	USD	14	3	0.02	USD
89	-37200000	USD	14	4	-0.19	USD
89	-37200000	USD	14	5	-0.38	USD
89	-37200000	USD	14	6	-0.52	USD
89	-37200000	USD	14	7	-0.69	USD
89	-37200000	USD	14	8	-0.8	USD
89	-37200000	USD	14	9	-0.93	USD
89	-37200000	USD	14	10	-1.11	USD
89	-37200000	USD	14	1	0.53	EUR
89	-37200000	USD	14	2	0.55	EUR
89	-37200000	USD	14	3	0.7	EUR
89	-37200000	USD	14	4	0.74	EUR
89	-37200000	USD	14	5	0.88	EUR
89	-37200000	USD	14	6	0.15	EUR
89	-37200000	USD	14	7	1.13	EUR
89	-37200000	USD	14	8	1.35	EUR
89	-37200000	USD	14	9	1.57	EUR
89	-37200000	USD	14	10	1.74	EUR
90	10700000	USD	7	1	0.28	USD
90	10700000	USD	7	2	0.13	USD
90	10700000	USD	7	3	0.02	USD
90	10700000	USD	7	4	-0.19	USD
90	10700000	USD	7	5	-0.38	USD
90	10700000	USD	7	6	-0.52	USD
90	10700000	USD	7	7	-0.69	USD
90	10700000	USD	7	8	-0.8	USD
90	10700000	USD	7	9	-0.93	USD
90	10700000	USD	7	10	-1.11	USD
90	10700000	USD	7	1	0.53	EUR
90	10700000	USD	7	2	0.55	EUR
90	10700000	USD	7	3	0.7	EUR
90	10700000	USD	7	4	0.74	EUR
90	10700000	USD	7	5	0.88	EUR
90	10700000	USD	7	6	0.15	EUR
90	10700000	USD	7	7	1.13	EUR
90	10700000	USD	7	8	1.35	EUR
90	10700000	USD	7	9	1.57	EUR
90	10700000	USD	7	10	1.74	EUR
91	7800000	EUR	9	1	0.28	USD
91	7800000	EUR	9	2	0.13	USD
91	7800000	EUR	9	3	0.02	USD
91	7800000	EUR	9	4	-0.19	USD
91	7800000	EUR	9	5	-0.38	USD
91	7800000	EUR	9	6	-0.52	USD
91	7800000	EUR	9	7	-0.69	USD
91	7800000	EUR	9	8	-0.8	USD
91	7800000	EUR	9	9	-0.93	USD
91	7800000	EUR	9	10	-1.11	USD
91	7800000	EUR	9	1	0.53	EUR
91	7800000	EUR	9	2	0.55	EUR
91	7800000	EUR	9	3	0.7	EUR
91	7800000	EUR	9	4	0.74	EUR
91	7800000	EUR	9	5	0.88	EUR
91	7800000	EUR	9	6	0.15	EUR
91	7800000	EUR	9	7	1.13	EUR
91	7800000	EUR	9	8	1.35	EUR
91	7800000	EUR	9	9	1.57	EUR
91	7800000	EUR	9	10	1.74	EUR
92	-35900000	EUR	9	1	0.28	USD
92	-35900000	EUR	9	2	0.13	USD
92	-35900000	EUR	9	3	0.02	USD
92	-35900000	EUR	9	4	-0.19	USD
92	-35900000	EUR	9	5	-0.38	USD
92	-35900000	EUR	9	6	-0.52	USD
92	-35900000	EUR	9	7	-0.69	USD
92	-35900000	EUR	9	8	-0.8	USD
92	-35900000	EUR	9	9	-0.93	USD
92	-35900000	EUR	9	10	-1.11	USD
92	-35900000	EUR	9	1	0.53	EUR
92	-35900000	EUR	9	2	0.55	EUR
92	-35900000	EUR	9	3	0.7	EUR
92	-35900000	EUR	9	4	0.74	EUR
92	-35900000	EUR	9	5	0.88	EUR
92	-35900000	EUR	9	6	0.15	EUR
92	-35900000	EUR	9	7	1.13	EUR
92	-35900000	EUR	9	8	1.35	EUR
92	-35900000	EUR	9	9	1.57	EUR
92	-35900000	EUR	9	10	1.74	EUR
93	34900000	EUR	12	1	0.28	USD
93	34900000	EUR	12	2	0.13	USD
93	34900000	EUR	12	3	0.02	USD
93	34900000	EUR	12	4	-0.19	USD
93	34900000	EUR	12	5	-0.38	USD
93	34900000	EUR	12	6	-0.52	USD
93	34900000	EUR	12	7	-0.69	USD
93	34900000	EUR	12	8	-0.8	USD
93	34900000	EUR	12	9	-0.93	USD
93	34900000	EUR	12	10	-1.11	USD
93	34900000	EUR	12	1	0.53	EUR
93	34900000	EUR	12	2	0.55	EUR
93	34900000	EUR	12	3	0.7	EUR
93	34900000	EUR	12	4	0.74	EUR
93	34900000	EUR	12	5	0.88	EUR
93	34900000	EUR	12	6	0.15	EUR
93	34900000	EUR	12	7	1.13	EUR
93	34900000	EUR	12	8	1.35	EUR
93	34900000	EUR	12	9	1.57	EUR
93	34900000	EUR	12	10	1.74	EUR
94	47200000	EUR	10	1	0.28	USD
94	47200000	EUR	10	2	0.13	USD
94	47200000	EUR	10	3	0.02	USD
94	47200000	EUR	10	4	-0.19	USD
94	47200000	EUR	10	5	-0.38	USD
94	47200000	EUR	10	6	-0.52	USD
94	47200000	EUR	10	7	-0.69	USD
94	47200000	EUR	10	8	-0.8	USD
94	47200000	EUR	10	9	-0.93	USD
94	47200000	EUR	10	10	-1.11	USD
94	47200000	EUR	10	1	0.53	EUR
94	47200000	EUR	10	2	0.55	EUR
94	47200000	EUR	10	3	0.7	EUR
94	47200000	EUR	10	4	0.74	EUR
94	47200000	EUR	10	5	0.88	EUR
94	47200000	EUR	10	6	0.15	EUR
94	47200000	EUR	10	7	1.13	EUR
94	47200000	EUR	10	8	1.35	EUR
94	47200000	EUR	10	9	1.57	EUR
94	47200000	EUR	10	10	1.74	EUR
95	44100000	EUR	15	1	0.28	USD
95	44100000	EUR	15	2	0.13	USD
95	44100000	EUR	15	3	0.02	USD
95	44100000	EUR	15	4	-0.19	USD
95	44100000	EUR	15	5	-0.38	USD
95	44100000	EUR	15	6	-0.52	USD
95	44100000	EUR	15	7	-0.69	USD
95	44100000	EUR	15	8	-0.8	USD
95	44100000	EUR	15	9	-0.93	USD
95	44100000	EUR	15	10	-1.11	USD
95	44100000	EUR	15	1	0.53	EUR
95	44100000	EUR	15	2	0.55	EUR
95	44100000	EUR	15	3	0.7	EUR
95	44100000	EUR	15	4	0.74	EUR
95	44100000	EUR	15	5	0.88	EUR
95	44100000	EUR	15	6	0.15	EUR
95	44100000	EUR	15	7	1.13	EUR
95	44100000	EUR	15	8	1.35	EUR
95	44100000	EUR	15	9	1.57	EUR
95	44100000	EUR	15	10	1.74	EUR
96	22200000	EUR	15	1	0.28	USD
96	22200000	EUR	15	2	0.13	USD
96	22200000	EUR	15	3	0.02	USD
96	22200000	EUR	15	4	-0.19	USD
